,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
110,15/03/2004,08.00.00,"5,5",1797.0,336.0,"25,9",1451.0,360.0,652.0,114.0,2323.0,1680.0,"12,4","63,9","0,9170",,
3106,18/07/2004,04.00.00,-200,882.0,-200.0,"2,9",648.0,34.0,1023.0,55.0,1338.0,666.0,"23,3","39,5","1,1176",,
1293,03/05/2004,15.00.00,"1,5",1058.0,-200.0,"11,2",1023.0,81.0,896.0,74.0,1580.0,795.0,"30,9","19,7","0,8649",,
3866,18/08/2004,20.00.00,"1,6",1050.0,-200.0,"8,5",921.0,91.0,743.0,70.0,1683.0,851.0,"31,3","39,5","1,7798",,
198,19/03/2004,00.00.00,2,1287.0,-200.0,"8,9",936.0,126.0,918.0,106.0,1606.0,1040.0,"12,0","69,7","0,9735",,
3635,09/08/2004,05.00.00,"0,7",896.0,-200.0,"3,7",694.0,58.0,941.0,46.0,1583.0,853.0,"23,2","68,0","1,9045",,
1652,18/05/2004,14.00.00,2,1182.0,-200.0,"12,5",1066.0,121.0,818.0,106.0,1663.0,965.0,"30,6","20,2","0,8719",,
2568,25/06/2004,18.00.00,"2,8",973.0,-200.0,"14,4",1128.0,170.0,813.0,127.0,1642.0,894.0,"32,9","15,5","0,7649",,
402,27/03/2004,12.00.00,"1,9",1071.0,176.0,"9,0",940.0,111.0,994.0,93.0,1449.0,756.0,"17,6","30,1","0,6013",,
2086,05/06/2004,16.00.00,"1,9",1133.0,-200.0,"10,2",984.0,110.0,838.0,92.0,1897.0,976.0,"26,6","47,6","1,6315",,
20,11/03/2004,14.00.00,"2,9",1371.0,164.0,"11,5",1034.0,207.0,983.0,128.0,1730.0,1037.0,"8,0","81,1","0,8736",,
2241,12/06/2004,03.00.00,"0,5",826.0,-200.0,"3,2",666.0,-200.0,1109.0,-200.0,1349.0,641.0,"22,6","34,8","0,9441",,
1121,26/04/2004,11.00.00,"1,3",917.0,101.0,"5,2",772.0,98.0,1098.0,78.0,1311.0,605.0,"18,8","31,7","0,6821",,
505,31/03/2004,19.00.00,"2,7",1254.0,226.0,"11,5",1033.0,142.0,819.0,107.0,1669.0,1068.0,"14,3","52,9","0,8581",,
3398,30/07/2004,08.00.00,-200,1380.0,-200.0,"26,3",1463.0,297.0,470.0,150.0,2322.0,1691.0,"24,4","49,3","1,4814",,
1056,23/04/2004,18.00.00,"4,8",1557.0,872.0,"27,1",1483.0,250.0,615.0,164.0,2087.0,1757.0,"24,9","30,8","0,9540",,
167,17/03/2004,17.00.00,"2,5",1247.0,134.0,"12,3",1060.0,147.0,1032.0,114.0,1525.0,1069.0,"28,5","14,9","0,5708",,
2668,29/06/2004,22.00.00,"2,3",1160.0,-200.0,"12,6",1070.0,110.0,687.0,112.0,1929.0,1192.0,"29,3","45,8","1,8362",,
1485,11/05/2004,15.00.00,"1,9",1131.0,-200.0,"12,2",1058.0,121.0,824.0,91.0,1664.0,931.0,"26,5","27,2","0,9282",,
3994,24/08/2004,04.00.00,"0,4",762.0,-200.0,"1,7",563.0,12.0,1181.0,21.0,1208.0,492.0,"21,7","42,6","1,0907",,
470,30/03/2004,08.00.00,4,1584.0,664.0,"23,8",1399.0,244.0,642.0,130.0,1947.0,1675.0,"13,3","35,6","0,5416",,
3472,02/08/2004,10.00.00,"1,9",1134.0,-200.0,"11,1",1017.0,144.0,689.0,115.0,1774.0,964.0,"32,7","36,9","1,7953",,
1104,25/04/2004,18.00.00,"1,5",1001.0,137.0,"6,0",811.0,98.0,1122.0,83.0,1344.0,625.0,"18,5","27,8","0,5843",,
1462,10/05/2004,16.00.00,"2,1",1098.0,-200.0,"14,2",1124.0,120.0,810.0,97.0,1716.0,871.0,"25,2","29,7","0,9371",,
2510,23/06/2004,08.00.00,"3,2",1224.0,-200.0,"19,0",1268.0,295.0,605.0,110.0,2046.0,1478.0,"21,7","49,6","1,2673",,
1325,04/05/2004,23.00.00,"1,1",932.0,-200.0,"5,0",765.0,58.0,1054.0,61.0,1543.0,575.0,"17,3","59,5","1,1667",,
2551,25/06/2004,01.00.00,2,1035.0,-200.0,"10,9",1011.0,95.0,750.0,94.0,1752.0,1039.0,"23,0","48,1","1,3322",,
3373,29/07/2004,07.00.00,-200,1125.0,-200.0,"16,6",1199.0,171.0,601.0,97.0,1850.0,1304.0,"21,6","40,9","1,0468",,
3652,09/08/2004,22.00.00,"1,5",1098.0,-200.0,"9,1",944.0,69.0,687.0,76.0,1772.0,1086.0,"28,2","51,1","1,9221",,
257,21/03/2004,11.00.00,"1,8",1279.0,-200.0,"7,3",870.0,106.0,911.0,81.0,1646.0,1000.0,"18,9","49,6","1,0700",,
2663,29/06/2004,17.00.00,"3,7",1317.0,-200.0,"21,5",1338.0,200.0,593.0,198.0,2132.0,1362.0,"37,1","26,9","1,6635",,
2770,04/07/2004,04.00.00,"0,6",914.0,-200.0,"4,3",725.0,38.0,949.0,49.0,1550.0,780.0,"21,2","56,8","1,4094",,
3992,24/08/2004,02.00.00,"0,7",812.0,-200.0,"3,2",663.0,18.0,982.0,34.0,1265.0,709.0,"22,8","41,3","1,1284",,
1452,10/05/2004,06.00.00,-200,1118.0,-200.0,"9,8",970.0,-200.0,837.0,-200.0,1705.0,1019.0,"13,4","67,4","1,0292",,
3642,09/08/2004,12.00.00,"1,6",1032.0,-200.0,"8,3",912.0,72.0,764.0,71.0,1661.0,826.0,"34,3","31,5","1,6745",,
3262,24/07/2004,16.00.00,"1,1",1012.0,-200.0,"5,2",775.0,49.0,899.0,53.0,1547.0,562.0,"36,6","28,2","1,6970",,
2526,24/06/2004,00.00.00,"2,6",1243.0,-200.0,"12,7",1072.0,152.0,675.0,103.0,1978.0,1195.0,"23,6","59,8","1,7193",,
2043,03/06/2004,21.00.00,-200,951.0,-200.0,"7,8",892.0,-200.0,1015.0,-200.0,1611.0,786.0,"23,0","43,1","1,1993",,
1942,30/05/2004,16.00.00,"0,6",912.0,-200.0,"6,2",819.0,65.0,1224.0,77.0,1368.0,589.0,"30,3","17,0","0,7232",,
859,15/04/2004,13.00.00,"3,5",1351.0,465.0,"17,0",1210.0,195.0,709.0,120.0,1783.0,1374.0,"19,3","35,4","0,7824",,
1245,01/05/2004,15.00.00,"1,8",1050.0,-200.0,"9,2",948.0,80.0,928.0,82.0,1584.0,652.0,"26,1","30,3","1,0101",,
2221,11/06/2004,07.00.00,"4,6",1339.0,-200.0,"24,8",1425.0,332.0,595.0,131.0,2264.0,1495.0,"20,5","48,2","1,1474",,
3242,23/07/2004,20.00.00,"2,5",1156.0,-200.0,"14,8",1144.0,154.0,651.0,115.0,1832.0,1216.0,"33,1","28,3","1,4121",,
2403,18/06/2004,21.00.00,"1,5",971.0,-200.0,"7,6",881.0,78.0,916.0,105.0,1635.0,672.0,"26,6","42,2","1,4452",,
1871,27/05/2004,17.00.00,-200,1244.0,-200.0,"20,2",1301.0,-200.0,842.0,-200.0,1801.0,1170.0,"29,4","21,0","0,8452",,
2159,08/06/2004,17.00.00,"3,5",1220.0,-200.0,"21,4",1334.0,176.0,695.0,183.0,2066.0,1215.0,"36,6","20,6","1,2445",,
741,10/04/2004,15.00.00,"1,4",942.0,98.0,"6,9",852.0,89.0,1055.0,89.0,1318.0,540.0,"21,4","22,7","0,5722",,
2422,19/06/2004,16.00.00,"1,1",-200.0,-200.0,"-200,0",-200.0,52.0,-200.0,65.0,-200.0,-200.0,-200,-200,-200,,
472,30/03/2004,10.00.00,"4,7",1565.0,735.0,"21,0",1324.0,320.0,695.0,159.0,1872.0,1688.0,"17,9","28,2","0,5741",,
2772,04/07/2004,06.00.00,"0,6",899.0,-200.0,"4,0",708.0,40.0,972.0,44.0,1559.0,780.0,"21,3","56,7","1,4178",,
196,18/03/2004,22.00.00,"2,1",1333.0,-200.0,"10,3",989.0,129.0,885.0,121.0,1621.0,1194.0,"14,5","57,8","0,9456",,
3566,06/08/2004,08.00.00,3,1307.0,-200.0,"19,1",1270.0,240.0,516.0,84.0,2191.0,1404.0,"22,5","74,9","2,0190",,
3411,30/07/2004,21.00.00,-200,1149.0,-200.0,"13,2",1092.0,114.0,667.0,118.0,1808.0,1135.0,"29,1","38,9","1,5384",,
1251,01/05/2004,21.00.00,2,1085.0,-200.0,"9,4",954.0,109.0,866.0,100.0,1656.0,871.0,"17,8","55,5","1,1174",,
3523,04/08/2004,13.00.00,-200,1056.0,-200.0,"8,7",926.0,-200.0,748.0,-200.0,1643.0,702.0,"37,9","25,7","1,6651",,
1495,12/05/2004,01.00.00,"0,8",986.0,-200.0,"5,2",771.0,54.0,964.0,67.0,1518.0,947.0,"17,6","57,6","1,1484",,
280,22/03/2004,10.00.00,"1,8",1074.0,-200.0,"6,9",854.0,115.0,1032.0,83.0,1484.0,772.0,"17,9","38,4","0,7793",,
1548,14/05/2004,06.00.00,"1,5",1033.0,-200.0,"8,4",917.0,118.0,882.0,95.0,1617.0,905.0,"17,2","52,3","1,0169",,
3163,20/07/2004,13.00.00,-200,1156.0,-200.0,"13,4",1096.0,125.0,713.0,130.0,1615.0,954.0,"39,8","16,0","1,1444",,
138,16/03/2004,12.00.00,"3,3",1452.0,283.0,"18,3",1250.0,217.0,776.0,154.0,1868.0,1583.0,"24,4","27,4","0,8231",,
337,24/03/2004,19.00.00,"4,5",1501.0,556.0,"20,2",1302.0,247.0,681.0,134.0,2008.0,1311.0,"10,7","67,3","0,8643",,
3310,26/07/2004,16.00.00,-200,976.0,-200.0,"8,2",907.0,86.0,867.0,101.0,1546.0,719.0,"35,4","23,8","1,3443",,
2171,09/06/2004,05.00.00,"0,5",833.0,-200.0,"4,0",708.0,54.0,1084.0,58.0,1525.0,799.0,"20,3","56,0","1,3204",,
921,18/04/2004,03.00.00,-200,992.0,-200.0,"5,4",783.0,-200.0,988.0,-200.0,1527.0,663.0,"14,6","68,2","1,1282",,
1509,12/05/2004,15.00.00,"2,5",1248.0,-200.0,"12,6",1072.0,183.0,713.0,114.0,1797.0,1188.0,"17,1","64,0","1,2413",,
2849,07/07/2004,11.00.00,2,1117.0,-200.0,"11,9",1045.0,207.0,761.0,154.0,1623.0,1260.0,"38,3","17,0","1,1216",,
1531,13/05/2004,13.00.00,"2,4",1105.0,-200.0,"11,1",1016.0,142.0,789.0,98.0,1736.0,930.0,"18,2","49,6","1,0268",,
3673,10/08/2004,19.00.00,"1,7",1118.0,-200.0,"10,6",999.0,69.0,706.0,79.0,1766.0,878.0,"34,7","35,9","1,9528",,
893,16/04/2004,23.00.00,"3,1",1281.0,171.0,"10,0",977.0,171.0,794.0,99.0,1695.0,1105.0,"12,8","81,0","1,1915",,
3406,30/07/2004,16.00.00,-200,1043.0,-200.0,"9,6",962.0,98.0,777.0,124.0,1554.0,686.0,"39,3","18,9","1,3180",,
3167,20/07/2004,17.00.00,-200,1289.0,-200.0,"17,5",1225.0,163.0,632.0,145.0,1796.0,1274.0,"41,3","15,5","1,2100",,
2450,20/06/2004,20.00.00,"1,6",-200.0,-200.0,"-200,0",-200.0,75.0,-200.0,87.0,-200.0,-200.0,-200,-200,-200,,
2559,25/06/2004,09.00.00,"2,8",1193.0,-200.0,"14,6",1136.0,245.0,667.0,151.0,1924.0,1370.0,"25,7","41,0","1,3351",,
1519,13/05/2004,01.00.00,"1,2",933.0,-200.0,"4,7",747.0,62.0,1045.0,75.0,1405.0,569.0,"16,4","50,5","0,9380",,
2519,23/06/2004,17.00.00,"3,6",1210.0,-200.0,"20,7",1316.0,234.0,645.0,159.0,2030.0,1278.0,"32,5","25,3","1,2165",,
2706,01/07/2004,12.00.00,"2,4",1199.0,-200.0,"14,2",1124.0,159.0,680.0,132.0,1940.0,1054.0,"36,6","27,1","1,6352",,
2087,05/06/2004,17.00.00,"1,7",1042.0,-200.0,"9,0",939.0,108.0,917.0,89.0,1744.0,860.0,"30,4","31,3","1,3331",,
2767,04/07/2004,01.00.00,"1,1",983.0,-200.0,"6,4",831.0,68.0,847.0,71.0,1585.0,887.0,"24,5","44,4","1,3476",,
3808,16/08/2004,10.00.00,2,979.0,-200.0,"10,6",999.0,148.0,796.0,110.0,1515.0,1027.0,"33,4","20,1","1,0142",,
2956,11/07/2004,22.00.00,"2,4",1153.0,-200.0,"11,8",1042.0,184.0,733.0,136.0,1700.0,1022.0,"23,2","43,2","1,2104",,
987,20/04/2004,21.00.00,-200,1114.0,-200.0,"12,3",1059.0,-200.0,792.0,-200.0,1704.0,1182.0,"16,8","50,4","0,9545",,
2542,24/06/2004,16.00.00,"1,4",999.0,-200.0,"8,0",899.0,62.0,869.0,74.0,1629.0,637.0,"35,8","22,4","1,2915",,
1458,10/05/2004,12.00.00,"2,4",1131.0,-200.0,"13,4",1097.0,137.0,735.0,93.0,1797.0,1027.0,"20,7","42,4","1,0248",,
1943,30/05/2004,17.00.00,"0,5",894.0,-200.0,"5,2",774.0,65.0,1239.0,83.0,1339.0,598.0,"31,7","16,2","0,7450",,
3031,15/07/2004,01.00.00,"1,2",950.0,-200.0,"8,9",937.0,64.0,802.0,80.0,1566.0,989.0,"23,4","38,6","1,0968",,
2185,09/06/2004,19.00.00,"4,6",1357.0,-200.0,"25,6",1445.0,295.0,620.0,206.0,2195.0,1622.0,"33,7","27,7","1,4213",,
118,15/03/2004,16.00.00,"2,3",1318.0,141.0,"11,5",1033.0,143.0,950.0,99.0,1675.0,1068.0,"24,4","29,4","0,8848",,
3479,02/08/2004,17.00.00,"1,9",1050.0,-200.0,"12,9",1082.0,121.0,705.0,157.0,1731.0,816.0,"36,9","22,7","1,3887",,
3904,20/08/2004,10.00.00,-200,1066.0,-200.0,"7,8",890.0,-200.0,747.0,-200.0,1690.0,906.0,"32,2","41,4","1,9624",,
1672,19/05/2004,10.00.00,"2,6",1262.0,-200.0,"13,4",1096.0,182.0,772.0,134.0,1711.0,1340.0,"26,4","28,9","0,9785",,
3343,28/07/2004,01.00.00,-200,860.0,-200.0,"6,8",847.0,58.0,873.0,77.0,1426.0,748.0,"23,6","31,9","0,9195",,
1850,26/05/2004,20.00.00,-200,1123.0,-200.0,"20,3",1304.0,-200.0,939.0,-200.0,1720.0,1290.0,"25,0","24,4","0,7616",,
3484,02/08/2004,22.00.00,"0,3",1092.0,-200.0,"10,7",1005.0,64.0,669.0,98.0,1746.0,836.0,"28,0","46,2","1,7210",,
203,19/03/2004,05.00.00,"0,5",913.0,-200.0,"1,3",525.0,18.0,1620.0,28.0,1260.0,370.0,"12,5","66,8","0,9620",,
2635,28/06/2004,13.00.00,"1,9",1081.0,-200.0,"12,1",1053.0,108.0,770.0,106.0,1773.0,883.0,"39,6","19,0","1,3447",,
3515,04/08/2004,05.00.00,-200,877.0,-200.0,"3,0",654.0,-200.0,987.0,-200.0,1529.0,801.0,"26,8","50,9","1,7693",,
879,16/04/2004,09.00.00,"2,6",1150.0,251.0,"9,9",973.0,186.0,827.0,105.0,1590.0,1188.0,"15,3","51,4","0,8886",,
89,14/03/2004,11.00.00,"2,8",1445.0,148.0,"10,9",1009.0,176.0,878.0,114.0,1696.0,1355.0,"16,9","46,1","0,8789",,
2827,06/07/2004,13.00.00,"3,4",1201.0,-200.0,"19,3",1278.0,278.0,657.0,174.0,1892.0,1302.0,"39,6","16,9","1,2028",,
2646,29/06/2004,00.00.00,"1,5",1050.0,-200.0,"9,7",966.0,86.0,780.0,80.0,1748.0,1090.0,"27,8","40,0","1,4691",,
1299,03/05/2004,21.00.00,2,1214.0,-200.0,"9,8",970.0,119.0,777.0,100.0,1771.0,1076.0,"18,7","64,6","1,3836",,
1041,23/04/2004,03.00.00,-200,848.0,-200.0,"2,8",642.0,-200.0,1202.0,-200.0,1325.0,760.0,"14,6","53,0","0,8775",,
2502,23/06/2004,00.00.00,"1,2",965.0,-200.0,"8,0",900.0,79.0,864.0,83.0,1631.0,968.0,"22,9","43,6","1,1974",,
1657,18/05/2004,19.00.00,"4,7",1440.0,-200.0,"25,5",1443.0,232.0,635.0,162.0,2068.0,1594.0,"25,8","27,0","0,8821",,
2661,29/06/2004,15.00.00,"2,5",1226.0,-200.0,"15,3",1157.0,133.0,683.0,141.0,1912.0,1041.0,"37,2","25,6","1,6014",,
410,27/03/2004,20.00.00,"2,8",1258.0,270.0,"12,2",1057.0,174.0,841.0,119.0,1633.0,1244.0,"13,6","44,9","0,6991",,
3065,16/07/2004,11.00.00,"2,1",1108.0,-200.0,"12,0",1049.0,206.0,749.0,142.0,1701.0,1137.0,"32,8","25,2","1,2325",,
2354,16/06/2004,20.00.00,"3,5",1173.0,-200.0,"17,2",1217.0,202.0,695.0,139.0,1930.0,1175.0,"26,5","35,0","1,1981",,
1360,06/05/2004,10.00.00,"2,5",1043.0,-200.0,"12,5",1066.0,161.0,789.0,114.0,1692.0,1014.0,"20,2","37,7","0,8833",,
76,13/03/2004,22.00.00,"3,1",1444.0,180.0,"13,1",1089.0,214.0,844.0,143.0,1748.0,1624.0,"14,6","48,6","0,8060",,
1297,03/05/2004,19.00.00,"3,7",1407.0,-200.0,"19,4",1279.0,163.0,660.0,120.0,2009.0,1308.0,"23,5","43,7","1,2484",,
3320,27/07/2004,02.00.00,-200,838.0,-200.0,"4,1",719.0,27.0,949.0,49.0,1466.0,707.0,"25,8","40,9","1,3377",,
1233,01/05/2004,03.00.00,"1,3",1009.0,-200.0,"6,3",825.0,-200.0,950.0,-200.0,1629.0,938.0,"15,7","73,1","1,2902",,
1579,15/05/2004,13.00.00,"1,7",997.0,-200.0,"9,2",947.0,106.0,998.0,87.0,1460.0,815.0,"25,5","22,6","0,7288",,
1831,26/05/2004,01.00.00,-200,-200.0,-200.0,"-200,0",-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200,-200,-200,,
3360,28/07/2004,18.00.00,-200,1103.0,-200.0,"17,7",1232.0,-200.0,679.0,-200.0,1732.0,1085.0,"35,3","16,8","0,9448",,
1920,29/05/2004,18.00.00,"0,8",899.0,-200.0,"5,8",803.0,87.0,1221.0,83.0,1426.0,596.0,"22,4","31,3","0,8365",,
3119,18/07/2004,17.00.00,"0,3",950.0,-200.0,"4,8",754.0,38.0,1003.0,53.0,1325.0,551.0,"40,1","13,6","0,9953",,
1045,23/04/2004,07.00.00,4,1490.0,452.0,"22,6",1368.0,244.0,627.0,95.0,2119.0,1541.0,"14,0","58,0","0,9202",,
3097,17/07/2004,19.00.00,"2,1",1083.0,-200.0,"10,7",1003.0,95.0,787.0,112.0,1524.0,842.0,"34,0","19,2","1,0073",,
2216,11/06/2004,02.00.00,"0,6",807.0,-200.0,"3,5",681.0,41.0,1092.0,65.0,1435.0,765.0,"24,8","37,8","1,1639",,
3973,23/08/2004,07.00.00,-200,893.0,-200.0,"7,6",881.0,-200.0,810.0,-200.0,1486.0,792.0,"21,8","48,6","1,2556",,
3572,06/08/2004,14.00.00,"1,7",1054.0,-200.0,"10,2",985.0,108.0,735.0,104.0,1742.0,940.0,"33,7","33,4","1,7186",,
2285,13/06/2004,23.00.00,"0,8",814.0,-200.0,"2,6",627.0,46.0,1305.0,57.0,1351.0,446.0,"19,6","45,3","1,0244",,
1212,30/04/2004,06.00.00,"1,7",1206.0,111.0,"9,3",949.0,162.0,818.0,90.0,1771.0,1116.0,"15,9","73,1","1,3136",,
515,01/04/2004,05.00.00,"0,9",996.0,45.0,"2,9",648.0,64.0,1176.0,50.0,1340.0,852.0,"11,0","63,7","0,8325",,
2785,04/07/2004,19.00.00,"1,6",971.0,-200.0,"9,1",942.0,104.0,900.0,103.0,1541.0,776.0,"32,3","19,7","0,9345",,
2140,07/06/2004,22.00.00,"1,8",979.0,-200.0,"8,9",937.0,94.0,919.0,101.0,1683.0,858.0,"23,3","44,5","1,2566",,
2517,23/06/2004,15.00.00,"2,4",1116.0,-200.0,"14,1",1120.0,150.0,724.0,124.0,1854.0,1035.0,"34,8","22,8","1,2488",,
3662,10/08/2004,08.00.00,"2,9",1268.0,-200.0,"18,7",1259.0,167.0,519.0,62.0,2114.0,1410.0,"26,0","55,8","1,8536",,
1818,25/05/2004,12.00.00,"2,1",1047.0,-200.0,"13,5",1101.0,159.0,913.0,114.0,1391.0,1103.0,"29,2","9,8","0,3914",,
3026,14/07/2004,20.00.00,3,1093.0,-200.0,"15,5",1163.0,189.0,717.0,160.0,1705.0,1139.0,"29,7","25,0","1,0246",,
1156,27/04/2004,22.00.00,"1,8",1078.0,137.0,"8,8",932.0,99.0,905.0,100.0,1511.0,951.0,"18,9","40,6","0,8771",,
1941,30/05/2004,15.00.00,"0,2",815.0,-200.0,"4,2",723.0,41.0,1378.0,46.0,1256.0,471.0,"32,0","15,0","0,7028",,
42,12/03/2004,12.00.00,"2,1",1206.0,114.0,"10,2",986.0,143.0,1035.0,113.0,1537.0,959.0,"15,0","36,5","0,6195",,
742,10/04/2004,16.00.00,"1,5",943.0,132.0,"6,8",850.0,92.0,1084.0,91.0,1296.0,544.0,"22,1","21,3","0,5605",,
3723,12/08/2004,21.00.00,"1,3",1008.0,-200.0,"7,5",878.0,53.0,792.0,67.0,1691.0,722.0,"29,3","50,2","2,0127",,
3195,21/07/2004,21.00.00,"2,9",1261.0,-200.0,"15,3",1158.0,122.0,628.0,120.0,1837.0,1303.0,"31,2","33,2","1,4831",,
3324,27/07/2004,06.00.00,-200,996.0,-200.0,"6,9",853.0,135.0,796.0,92.0,1621.0,1023.0,"23,1","48,8","1,3638",,
1580,15/05/2004,14.00.00,"1,3",916.0,-200.0,"6,4",829.0,82.0,1124.0,75.0,1333.0,621.0,"26,1","21,1","0,7023",,
538,02/04/2004,04.00.00,-200,926.0,36.0,"2,8",638.0,37.0,1195.0,52.0,1342.0,749.0,"11,2","65,9","0,8775",,
2547,24/06/2004,21.00.00,"3,8",1256.0,-200.0,"21,6",1340.0,149.0,594.0,125.0,2176.0,1214.0,"27,1","38,9","1,3758",,
2266,13/06/2004,04.00.00,"0,5",879.0,-200.0,"3,1",658.0,25.0,1121.0,39.0,1511.0,564.0,"24,4","48,3","1,4499",,
3590,07/08/2004,08.00.00,"1,2",951.0,-200.0,"7,7",886.0,74.0,742.0,51.0,1705.0,988.0,"23,3","61,8","1,7504",,
3962,22/08/2004,20.00.00,-200,958.0,-200.0,"8,0",900.0,-200.0,782.0,-200.0,1493.0,830.0,"28,1","34,3","1,2821",,
924,18/04/2004,06.00.00,-200,895.0,-200.0,"2,3",609.0,-200.0,1268.0,-200.0,1410.0,477.0,"13,8","72,7","1,1402",,
143,16/03/2004,17.00.00,"2,9",1389.0,199.0,"15,8",1173.0,190.0,898.0,133.0,1739.0,1363.0,"28,0","19,1","0,7098",,
607,05/04/2004,01.00.00,-200,969.0,-200.0,"2,4",611.0,-200.0,1239.0,-200.0,1330.0,430.0,"14,8","63,3","1,0584",,
2688,30/06/2004,18.00.00,"4,9",1506.0,-200.0,"27,8",1499.0,267.0,506.0,207.0,2485.0,2043.0,"33,5","38,0","1,9390",,
1491,11/05/2004,21.00.00,"3,3",1382.0,-200.0,"18,1",1243.0,183.0,632.0,128.0,1941.0,1511.0,"19,2","52,3","1,1516",,
2793,05/07/2004,03.00.00,"0,3",814.0,-200.0,"2,5",618.0,-200.0,1097.0,-200.0,1400.0,696.0,"21,6","46,1","1,1761",,
3116,18/07/2004,14.00.00,"0,1",889.0,-200.0,"3,8",698.0,27.0,1132.0,40.0,1234.0,437.0,"40,2","12,3","0,8983",,
1678,19/05/2004,16.00.00,"2,5",1251.0,-200.0,"15,5",1165.0,144.0,747.0,135.0,1774.0,975.0,"30,4","24,7","1,0526",,
1861,27/05/2004,07.00.00,-200,1413.0,-200.0,"24,8",1424.0,-200.0,739.0,-200.0,2102.0,1544.0,"17,0","46,0","0,8830",,
1363,06/05/2004,13.00.00,"1,8",991.0,-200.0,"8,9",937.0,91.0,874.0,75.0,1581.0,644.0,"15,1","54,5","0,9309",,
3019,14/07/2004,13.00.00,2,944.0,-200.0,"11,9",1045.0,162.0,829.0,106.0,1525.0,884.0,"34,1","16,0","0,8408",,
1574,15/05/2004,08.00.00,"2,6",1187.0,-200.0,"13,6",1104.0,208.0,727.0,108.0,1721.0,1391.0,"17,6","43,3","0,8647",,
391,27/03/2004,01.00.00,1,940.0,57.0,"3,2",664.0,70.0,1290.0,79.0,1232.0,646.0,"8,6","57,8","0,6488",,
2643,28/06/2004,21.00.00,"1,8",1079.0,-200.0,"11,1",1020.0,89.0,754.0,92.0,1760.0,1014.0,"29,7","33,9","1,3874",,
2723,02/07/2004,05.00.00,"0,5",887.0,-200.0,"2,9",647.0,50.0,1046.0,61.0,1500.0,740.0,"25,1","48,0","1,5115",,
452,29/03/2004,14.00.00,"1,5",984.0,139.0,"5,5",790.0,103.0,1131.0,92.0,1268.0,532.0,"17,9","26,8","0,5446",,
1755,22/05/2004,21.00.00,"1,2",1123.0,-200.0,"6,4",832.0,65.0,930.0,68.0,1565.0,792.0,"21,2","48,3","1,2034",,
1945,30/05/2004,19.00.00,"1,1",990.0,-200.0,"8,8",930.0,89.0,1045.0,95.0,1506.0,739.0,"27,4","23,8","0,8580",,
3218,22/07/2004,20.00.00,"3,7",1317.0,-200.0,"21,1",1327.0,228.0,575.0,158.0,1996.0,1510.0,"34,5","25,5","1,3680",,
2413,19/06/2004,07.00.00,"0,9",921.0,-200.0,"5,6",792.0,72.0,943.0,72.0,1595.0,799.0,"23,5","47,6","1,3611",,
403,27/03/2004,13.00.00,"2,1",1065.0,232.0,"10,0",979.0,106.0,950.0,96.0,1467.0,766.0,"19,1","26,8","0,5861",,
2910,10/07/2004,00.00.00,"2,3",1118.0,-200.0,"13,0",1082.0,161.0,694.0,127.0,1792.0,1080.0,"22,7","47,7","1,2977",,
2829,06/07/2004,15.00.00,2,1037.0,-200.0,"12,7",1075.0,172.0,789.0,151.0,1604.0,917.0,"40,2","13,9","1,0200",,
2057,04/06/2004,11.00.00,-200,892.0,-200.0,"6,9",853.0,-200.0,1080.0,-200.0,1509.0,666.0,"26,0","29,4","0,9760",,
3301,26/07/2004,07.00.00,-200,1150.0,-200.0,"11,2",1020.0,180.0,686.0,116.0,1842.0,1169.0,"26,5","46,3","1,5768",,
3950,22/08/2004,08.00.00,-200,861.0,-200.0,"4,7",746.0,-200.0,911.0,-200.0,1448.0,771.0,"21,7","56,4","1,4496",,
3007,14/07/2004,01.00.00,"1,1",868.0,-200.0,"6,7",846.0,72.0,925.0,69.0,1448.0,836.0,"23,0","33,8","0,9406",,
3446,01/08/2004,08.00.00,"0,8",971.0,-200.0,"4,2",722.0,39.0,876.0,35.0,1624.0,687.0,"25,0","60,7","1,8920",,
189,18/03/2004,15.00.00,"2,2",1322.0,-200.0,"14,4",1129.0,149.0,934.0,128.0,1639.0,1109.0,"27,0","17,8","0,6275",,
1500,12/05/2004,06.00.00,"1,5",1152.0,-200.0,"9,6",964.0,134.0,800.0,73.0,1705.0,1096.0,"14,5","65,7","1,0804",,
3475,02/08/2004,13.00.00,"1,4",1009.0,-200.0,"8,5",921.0,76.0,778.0,99.0,1635.0,692.0,"37,1","25,6","1,5868",,
3098,17/07/2004,20.00.00,2,1050.0,-200.0,"9,6",962.0,107.0,810.0,120.0,1496.0,879.0,"31,7","21,6","0,9959",,
3137,19/07/2004,11.00.00,"2,1",1195.0,-200.0,"15,1",1153.0,226.0,678.0,159.0,1732.0,1370.0,"36,8","18,0","1,0945",,
1222,30/04/2004,16.00.00,4,1524.0,365.0,"18,0",1239.0,210.0,644.0,114.0,2139.0,1404.0,"20,9","60,8","1,4852",,
999,21/04/2004,09.00.00,-200,1396.0,-200.0,"20,0",1296.0,-200.0,619.0,-200.0,1991.0,1628.0,"17,0","50,2","0,9646",,
